,mpa_id,search,plan_id,notes,network,name,orig_name,country,sovereign,sub_locati,designatio,designat_1,designat_2,marine,status,status_yea,no_take,no_take_ar,rep_m_area,calc_m_are,rep_area,calc_area,fishing,fishing_in
791,67705836,F,106,NA,Jamaica Marine Protected Area Network,Salt Harbour (revised),Salt Harbour (revised),JAM,JAM,JM-13,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2009,All,8.48273216,10,8.48273216,10,9.177886388,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
792,67705835,F,106,NA,Jamaica Marine Protected Area Network,Orange Bay,Orange Bay,JAM,JAM,JM-09,Fish Sanctuary,Fish Sanctuary,National,1,Designated,2009,All,6.258247765,5,6.258247765,5,6.445779699,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
793,67705834,F,106,NA,Jamaica Marine Protected Area Network,Bluefields Bay,Bluefields Bay,JAM,JAM,JM-10,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2009,All,15.95558767,13,15.95558767,13,15.99894664,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
794,67705831,F,106,NA,Jamaica Marine Protected Area Network,Oracabessa Fish,Oracabessa Fish,JAM,JAM,JM-05,Fish Sanctuary,Fish Sanctuary,National,1,Designated,2010,All,0.8072199961,2,0.8072199961,2,0.9401119557,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
795,67705830,F,106,NA,Jamaica Marine Protected Area Network,Galleon Harbour,Galleon Harbour,JAM,JAM,JM-14,Fish Sanctuary,Fish Sanctuary,National,1,Designated,2009,All,8.975393974,16,8.975393974,16,16.30570743,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
799,67701148,F,106,NA,Jamaica Marine Protected Area Network,Discovery Bay Fish,Discovery Bay Fish,JAM,JAM,JM-06,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2009,All,0.2031810577,1,0.2031810577,1,0.2081493695,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
800,67701147,F,106,NA,Jamaica Marine Protected Area Network,Negril,Negril,JAM,JAM,JM-09,Marine Park,Marine Park,National,2,Designated,1998,Part,18.3576189,185,183.576189,185,185.4046468,Some Restrictions,"""There are six fish replenishment zones located in the Negril Marine Park in which there should be absolutely no fishing, no swimming, no jet skis, or any other type of water sport activity.  These areas are marked with orange buoys.""- http://negril.com/"
801,67700031,F,106,NA,Jamaica Marine Protected Area Network,Montego Bay,Montego Bay,JAM,JAM,JM-08,Marine Park,Marine Park,National,1,Designated,1992,Part,1.34509927,14,13.4509927,14,14.32337465,Some Restrictions,"The Montego Bay Marine Park has several zones which determine the types of activities allowed within the park.

These zones include no take and restricted use"
802,67700030,F,106,NA,Jamaica Marine Protected Area Network,Ocho Rios,Ocho Rios,JAM,JAM,JM-06,Marine Park,Marine Park,National,2,Designated,1996,Part,13.27238326,133,132.7238326,133,133.1820265,Some Restrictions,NA
805,7705832,F,106,NA,Jamaica Marine Protected Area Network,Three Bay Area,Three Bay Area,JAM,JAM,JM-14,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2009,All,5.002478056,12,5.002478056,12,5.525731689,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
811,7701146,F,106,NA,Jamaica Marine Protected Area Network,Bogue Islands Lagoon,Bogue Islands Lagoon,JAM,JAM,JM-08,Fish Sanctuary,Fish Sanctuary,National,1,Designated,1979,All,1.849393042,5,1.849393042,5,2.237658434,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
842,5836,F,106,NA,Jamaica Marine Protected Area Network,Salt Harbour (revised),Salt Harbour (revised),JAM,JAM,JM-13,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2009,Not Reported,0,10,8.48273216,10,9.177886388,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
843,5835,F,106,NA,Jamaica Marine Protected Area Network,Orange Bay,Orange Bay,JAM,JAM,JM-09,Fish Sanctuary,Fish Sanctuary,National,1,Designated,2009,Not Reported,0,5,6.258247765,5,6.445779699,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
844,5834,F,106,NA,Jamaica Marine Protected Area Network,Bluefields Bay,Bluefields Bay,JAM,JAM,JM-10,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2009,Not Reported,0,13,15.95558767,13,15.99894664,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
845,5832,F,106,NA,Jamaica Marine Protected Area Network,Three Bay Area,Three Bay Area,JAM,JAM,JM-14,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2009,Not Reported,0,12,5.002478056,12,5.525731689,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
846,5831,F,106,NA,Jamaica Marine Protected Area Network,Oracabessa Fish,Oracabessa Fish,JAM,JAM,JM-05,Fish Sanctuary,Fish Sanctuary,National,1,Designated,2010,Not Reported,0,2,0.8072199961,2,0.9401119557,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
847,5830,F,106,NA,Jamaica Marine Protected Area Network,Galleon Harbour,Galleon Harbour,JAM,JAM,JM-14,Fish Sanctuary,Fish Sanctuary,National,1,Designated,2009,Not Reported,0,16,8.975393974,16,16.30570743,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
857,3588,F,106,NA,Jamaica Marine Protected Area Network,Portland Bight,Portland Bight,JAM,JAM,Not Reported,Protected Area,Protected Area,National,1,Designated,1999,Not Reported,0,1356,1424.123356,1973,1973.176545,Some Restrictions,"Portland Bight Protected Area contains Salt Harbour, Galleon Harbour and Three Bays Fish Sanctuaries- each closed to fishing."
870,1212,F,106,NA,Jamaica Marine Protected Area Network,Palisadoes,Palisadoes,JAM,JAM,JM-01,Protected Area,Protected Area,National,1,Designated,1998,Not Reported,0,68,59.89726848,68,68.02218189,Some Restrictions,trying to get rid of dynamite fishing
871,1148,F,106,NA,Jamaica Marine Protected Area Network,Discovery Bay Fish,Discovery Bay Fish,JAM,JAM,JM-06,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2009,Not Reported,0,1,0.2031810577,1,0.2081493695,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
872,1147,F,106,NA,Jamaica Marine Protected Area Network,Negril,Negril,JAM,JAM,JM-09,Marine Park,Marine Park,National,2,Designated,1998,Not Reported,0,185,183.576189,185,185.4046468,Some Restrictions,"""There are six fish replenishment zones located in the Negril Marine Park in which there should be absolutely no fishing, no swimming, no jet skis, or any other type of water sport activity.  These areas are marked with orange buoys.""- http://negril.com/"
873,1146,F,106,NA,Jamaica Marine Protected Area Network,Bogue Islands Lagoon,Bogue Islands Lagoon,JAM,JAM,JM-08,Fish Sanctuary,Fish Sanctuary,National,1,Designated,1979,Not Reported,0,5,1.849393042,5,2.237658434,No,"""Special Fishery Conservation Areas are no-fishing zones reserved for the reproduction of fish populations. Their nature reserve statuses are declared by the Agriculture Minister under Orders privileged through Section 18 of the Fishing Industry Act of 1"
889,31,F,106,NA,Jamaica Marine Protected Area Network,Montego Bay,Montego Bay,JAM,JAM,JM-08,Marine Park,Marine Park,National,1,Designated,1992,Part,1.34509927,14,13.4509927,14,14.32337465,Some Restrictions,"The Montego Bay Marine Park has several zones which determine the types of activities allowed within the park.

These zones include no take and restricted use"
890,30,F,106,NA,Jamaica Marine Protected Area Network,Ocho Rios,Ocho Rios,JAM,JAM,JM-06,Marine Park,Marine Park,National,2,Designated,1996,Not Reported,0,133,132.7238326,133,133.1820265,Some Restrictions,NA
144,110,F,107,NA,NA,Mallindi,Mallindi,KEN,KEN,Not Reported,Marine National Park,Marine National Park,National,2,Designated,1968,All,6.30502046,6,6.30502046,6,6.308847724,No,NA
140,1467,F,108,NA,NA,Watamu,Watamu,KEN,KEN,Not Reported,Marine National Park,Marine National Park,National,2,Designated,1968,All,11.0004389,10,11.0004389,10,11.05448526,No,NA
143,121,F,109,NA,NA,Bazaruto,Bazaruto,MOZ,MOZ,MZ-I,National Park,National Park,National,1,Designated,1971,Part,123.684804,1274,1236.84804,1600,1359.389201,Some Restrictions,"The area is categorised in 3 zones, fishing or harvesting of any protected species and anchorage on any coral is prohibited in all zones: (Click above to view zones) *Local Island residents have been granted permission in some areas with restrictions
"
82,68808358,F,110,NA,NA,Ponta do Ouro,NA,MOZ,MOZ,NA,Reserva Marinha Parcial,Partial Marine Reserve,National,1,Designated,2009,Part,63,678,693.7831642,678,696.6630652,Some Restrictions,"The decree stipulates that within the limits of the reserve, the practice of activities such as semi - industrial fishing, with demersal fish harpoon, purse seine, retinidae and longline, with dynamite, traps or other equipment and harmful methods. It al"
825,9904,F,111,NA,NA,Guadeloupe,Guadeloupe,GLP,FRA,Not Reported,"Parc National, Zone Cœur",National Park - Core Area,National,1,Designated,1989,All,32.02674667,33,32.02674667,220,220.6838688,No,"Fishing prohibited in heart of the park. Section 3, Article 11"
1031,14390,F,112,NA,NA,Capo Caccia - Isola Piana,Capo Caccia Isola Piana,ITA,ITA,ITG2,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,2,Adopted,2009,Part,2.52363382,26,25.2363382,26,26.38225441,Unknown,NA
1051,3401,F,112,NA,NA,Area Naturale Marina Protetta Capo Caccia Isola Piana,Area Naturale Marina Protetta Capo Caccia Isola Piana,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,2,Designated,2002,Part,2.523612104,26,25.23612104,26,26.38217039,Unknown,NA
1044,7246,F,113,NA,NA,Tavolara - Punta Coda Cavallo,Tavolara - Punta Coda Cavallo,ITA,ITA,ITG2,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,2,Adopted,2008,Part,5,153,152.2599202,153,153.2627115,Unknown,NA
1067,1101,F,113,NA,NA,Area Naturale Marina Protetta Tavolara - Punta Coda Cavallo,Area Naturale Marina Protetta Tavolara - Punta Coda Cavallo,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,2,Designated,1997,Part,5.29,153,152.2597609,153,153.2626284,Unknown,NA
850,4210,F,114,NA,NA,Arrecife Alacranes,Arrecife Alacranes - Zona Núcleo,MEX,MEX,MX-YUC,Parque Nacional,National Park,National,2,Designated,2000,Part,316,197,315.8587896,197,316.7968782,Some Restrictions,Sports activities – recreational fishing must be done outside of the core and preservation of the protected area zones.
783,68808626,F,115,NA,NA,Caribe Mexicano Core Zone,Caribe Mexicano Profundo - Zona Núcleo,MEX,MEX,MX-ROO,Reserva de la Biosfera,Biosphere Reserve,National,2,Designated,2016,Part,100,19228,19329.43622,19326,19340.75097,Unknown,NA
754,4872,F,116,NA,NA,Isla Guadalupe,Isla Guadalupe,MEX,MEX,MX-BCN,Reserva de la Biosfera,Biosphere Reserve,National,2,Designated,2005,Part,452.0047859,4506,4520.047859,4769,4771.609111,Unknown,NA
757,4216,F,117,NA,NA,Isla San Pedro Mártir,Isla San Pedro Mártir - Zona Núcleo,MEX,MEX,MX-SON,Reserva de la Biosfera,Biosphere Reserve,National,2,Designated,2002,Part,11,11,8.338555984,22,11.07006066,Unknown,NA
1393,68808627,F,118,NA,NA,Pacífico Mexicano Profundo Core Zone,Pacífico Mexicano Profundo - Zona Núcleo,MEX,MEX,MX-NAY;MX-JAL;MX-COL;MX-MIC;MX-GRO;MX-OAX;MX-CHP,Reserva de la Biosfera,Biosphere Reserve,National,2,Designated,2016,Part,12169.61563,187771,121696.1563,187771,121696.1564,No,No fishing or aquaculture allowed.
789,68808091,F,119,NA,NA,"Porción norte y la franja costera oriental, terrestres y marinas de la Isla de Cozumel",NA,MEX,MEX,NA,Area de Protección de Flora y Fauna,Flora and Fauna Protection Area,National,1,Designated,2012,Part,4,0,323.0785192,0,378.6072328,Unknown,NA
756,4221,F,120,NA,NA,Sistema Arrecifal Veracruzano,Sistema Arrecifal Veracruzano - Zona Núcleo,MEX,MEX,MX-VER,Parque Nacional,National Park,National,2,Designated,2012,Part,11,7,11.12379898,7,11.12379935,Unknown,NA
758,2728,F,121,NA,NA,Zona marina del Archipiélago de Espíritu Santo,Zona marina del Archipiélago de Espíritu Santo - Zona Núcleo,MEX,MEX,MX-BCS,Parque Nacional,National Park,National,1,Designated,2007,Part,0.5559865014,0,5.559865014,0,5.9912463,Unknown,NA
755,4871,F,122,NA,NA,Zona marina del Archipiélago de San Lorenzo,Zona marina del Archipiélago de San Lorenzo - Zona Núcleo,MEX,MEX,MX-BCN,Parque Nacional,National Park,National,1,Designated,2005,Part,60,35,86.58458892,35,87.84428497,Unknown,NA
202,14978,F,52,NA,South-west Marine Parks,Abrolhos - National Park Zone,Abrolhos,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,2547.564966,2547,2547.564966,2547,2547.564969,Unknown,NA
201,14983,F,52,NA,South-west Marine Parks,Bremer - National Park Zone,Bremer,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,3172.430321,283,3172.430321,283,3172.430321,Unknown,NA
235,2803,F,52,NA,South-west Marine Parks,"Buller, Whittell And Green Islands","Buller, Whittell And Green Islands",AUS,AUS,AU-WA,Nature Reserve,Nature Reserve,National,2,Designated,1968,All,0.2808641769,0,0.2808641769,0,0.3453291707,Unknown,NA
245,2029,F,52,NA,South-west Marine Parks,Cervantes Islands,Cervantes Islands,AUS,AUS,AU-WA,Nature Reserve,Nature Reserve,National,2,Designated,1968,All,0.1238214384,0,0.1238214384,0,0.1729516862,Unknown,NA
200,14989,F,52,NA,South-west Marine Parks,Eastern Recherche - National Park Zone,Eastern Recherche,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,15564.83298,16073,15564.83298,16073,15564.83298,Unknown,NA
244,2030,F,52,NA,South-west Marine Parks,Essex Rocks,Essex Rocks,AUS,AUS,AU-WA,Nature Reserve,Nature Reserve,National,2,Designated,1968,All,0.1180917331,0,0.1180917331,0,0.1180917331,Unknown,NA
242,2753,F,52,NA,South-west Marine Parks,Fisherman Islands,Fisherman Islands,AUS,AUS,AU-WA,Nature Reserve,Nature Reserve,National,1,Designated,1968,All,0.03319864343,0,0.03319864343,0,0.2036260718,Unknown,NA
147,68808937,F,52,NA,South-west Marine Parks,Geographe - National Park Zone,Geographe,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,15.27253223,0,15.27253223,15,15.27253231,Unknown,NA
149,68808902,F,52,NA,South-west Marine Parks,Great Australian Bight,Great Australian Bight,AUS,AUS,AU-SA,Marine National Park,Marine National Park,National,2,Designated,1996,All,1232.253782,1238,1232.253782,1238,1238.897295,Unknown,NA
146,68808973,F,52,NA,South-west Marine Parks,Great Australian Bight - National Park Zone,Great Australian Bight,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,7727.838231,0,7727.838231,7727,7727.838211,No,NA
199,14999,F,52,NA,South-west Marine Parks,Jurien - National Park Zone,Jurien,AUS,AUS,AU-COM,Marine Park,Marine Park,National,2,Designated,2012,All,30.61281391,30,30.61281391,30,30.61281385,Unknown,NA
183,7704004,F,52,NA,South-west Marine Parks,Jurien Bay [Sanctuary Zone],Jurien Bay,AUS,AUS,AU-WA,Marine Park,Marine Park,National,1,Designated,2005,All,30.98346092,31,30.98346092,31,31.170593,Some Restrictions,Sanctuary zone: all fishing is prohibibted. Scientific Reference zone: all fishing is prohibited except rock lobster fishing and shore-based fishing (including for abalone). Aquaculture zone: all recreational and commercial fishing is allowed. Shore-base
